Processing Method,Classifier,Dataset,Overall accuracy,Sensitivity,Specificity,Average accuracy per fold,Patients correct ratio,Channels,Hyperparameters,Notes,Details
HFD,Linear SVM,PP/PNP-all_limbs,0.5172872340425532,0.4977890082122552,0.5389473684210526,0.5222591401869221,0.543859649122807,['PO4'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.45445478723404253,0.7770056854074542,0.09614035087719298,0.45708017488564545,0.47368421052631576,['PO7'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.47706117021276595,0.4421983575489577,0.5157894736842106,0.46884174480065643,0.45614035087719296,['PO8'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.47273936170212766,0.42766898294377764,0.5228070175438596,0.48569413540695994,0.5263157894736842,['Oz'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4930186170212766,0.5205306380290587,0.4624561403508772,0.49815433030831235,0.5614035087719298,['O1'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5402260638297872,0.5653821857233101,0.512280701754386,0.5423317675751469,0.5263157894736842,['O2'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.472406914893617,0.36955148452305747,0.5866666666666667,0.4745729970822272,0.42105263157894735,['Iz'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5355718085106383,0.5331648768161719,0.5382456140350877,0.5431511252338511,0.631578947368421,"['F8', 'Cz']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.43783244680851063,0.5350600126342387,0.3298245614035088,0.44741281408261435,0.38596491228070173,"['F8', 'C1']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.425531914893617,0.28490208464939987,0.5817543859649122,0.4278656901167799,0.38596491228070173,"['F8', 'C2']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5126329787234043,0.509159823120657,0.5164912280701754,0.5053666871983189,0.47368421052631576,"['F8', 'C3']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4122340425531915,0.22804801010739104,0.6168421052631579,0.40800578337109217,0.3157894736842105,"['F8', 'C4']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4441489361702128,0.3954516740366393,0.4982456140350877,0.44032775782858447,0.40350877192982454,"['F8', 'C5']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5342420212765957,0.35944409349336703,0.728421052631579,0.5403050057189835,0.543859649122807,"['F8', 'C6']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.49168882978723405,0.43588123815540114,0.5536842105263158,0.4878764119287191,0.45614035087719296,"['F8', 'C7']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5462101063829787,0.4939987365761213,0.6042105263157894,0.5479267217714385,0.6140350877192983,"['F8', 'C8']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5615026595744681,0.6216045483259633,0.49473684210526314,0.571763243367927,0.5614035087719298,"['F8', 'FCz']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5345744680851063,0.4510423246999368,0.6273684210526316,0.5324986533216363,0.5789473684210527,"['F8', 'FC1']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5053191489361702,0.558433354390398,0.4463157894736842,0.5136199904532094,0.5087719298245614,"['F8', 'FC2']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5272606382978723,0.543903979785218,0.5087719298245614,0.5330875297326022,0.5964912280701754,"['F8', 'FC3']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4577792553191489,0.3891345546430828,0.5340350877192982,0.4600361925683193,0.43859649122807015,"['F8', 'FC4']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4365026595744681,0.4308275426405559,0.44280701754385965,0.4297659026782564,0.40350877192982454,"['F8', 'FC5']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4288563829787234,0.5862286797220467,0.2540350877192982,0.4331258044445734,0.42105263157894735,"['F8', 'FC6']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5146276595744681,0.4403032217308907,0.5971929824561404,0.5202603972298459,0.5614035087719298,"['F8', 'FT7']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5638297872340425,0.5003158559696779,0.6343859649122807,0.5726919058184904,0.5964912280701754,"['F8', 'FT8']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.569813829787234,0.509159823120657,0.6371929824561403,0.5733055949386329,0.6491228070175439,"['F8', 'CPz']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5548537234042553,0.5660138976626659,0.5424561403508772,0.5493499330951337,0.5789473684210527,"['F8', 'CP1']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5196143617021277,0.50726468730259,0.5333333333333333,0.5217192212211682,0.5087719298245614,"['F8', 'CP2']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.38996010638297873,0.5319014529374605,0.23228070175438598,0.40211363745898165,0.3333333333333333,"['F8', 'CP3']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.48736702127659576,0.41882501579279846,0.5635087719298245,0.4916388303553339,0.47368421052631576,"['F8', 'CP4']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4441489361702128,0.3133291219204043,0.5894736842105263,0.4485944579005184,0.45614035087719296,"['F8', 'CP5']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
