Processing Method,Classifier,Dataset,Overall accuracy,Sensitivity,Specificity,Average accuracy per fold,Patients correct ratio,Channels,Hyperparameters,Notes,Details
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.487,0.5037878787878788,0.4682203389830508,0.4744770909249894,0.5263157894736842,"['CP3', 'C4', 'POz']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.406,0.44886363636363635,0.3580508474576271,0.3927558258372315,0.42105263157894735,"['CP3', 'C4', 'PO3']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.381,0.39015151515151514,0.3707627118644068,0.363862061674208,0.3684210526315789,"['CP3', 'C4', 'PO4']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.411,0.45075757575757575,0.3665254237288136,0.39723850437022207,0.3684210526315789,"['CP3', 'C4', 'Oz']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.366,0.39204545454545453,0.336864406779661,0.3523723893150321,0.3684210526315789,"['CP3', 'C4', 'O1']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.363,0.3958333333333333,0.326271186440678,0.34916699400571877,0.3684210526315789,"['CP3', 'C4', 'O2']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.448,0.5643939393939394,0.3177966101694915,0.43948354228966263,0.47368421052631576,['Cz'],0.52,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.56,0.7291666666666666,0.3707627118644068,0.5569206127170557,0.5789473684210527,['C1'],0.52,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.458,0.6666666666666666,0.2245762711864407,0.4459045062387295,0.47368421052631576,['C2'],0.52,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.591,0.6761363636363636,0.4957627118644068,0.5762077573787973,0.5789473684210527,['C3'],0.52,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.577,0.5416666666666666,0.6165254237288136,0.5704114371230563,0.5789473684210527,['C4'],0.52,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.526,0.6496212121212122,0.3877118644067797,0.5068703198444553,0.47368421052631576,['C5'],0.52,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.643,0.6893939393939394,0.5911016949152542,0.6205755584369375,0.631578947368421,['C6'],0.52,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.472,0.5871212121212122,0.3432203389830508,0.47271836141574586,0.47368421052631576,['FCz'],0.52,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.519,0.5170454545454546,0.5211864406779662,0.5248566154899157,0.5789473684210527,['FC1'],0.52,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.393,0.30303030303030304,0.4936440677966102,0.38960355879887176,0.3684210526315789,['FC2'],0.52,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.53,0.4943181818181818,0.5699152542372882,0.5388192177724803,0.5263157894736842,['FC3'],0.52,"{""pca_components"": 3}",
